s,o,p,weight,model,
ex:coin_9497,ex:issuer_33,nmo:hasIssuer,1.0,
ex:coin_9497,ex:issuer_48,nmo:hasIssuer,1.0,
ex:coin_9497,ex:uncertain,nmo:hasIssuer,1.0,
ex:coin_9497,ex:person_4,nmo:hasPortrait,1.0,
ex:coin_9497,ex:uncertain,nmo:hasPortrait,1.0,
ex:person_4,ex:issuer_48,ex:hasPossibleIssuers,1.0,
ex:person_4,ex:issuer_52,ex:hasPossibleIssuers,1.0,
ex:person_4,ex:issuer_53,ex:hasPossibleIssuers,1.0,
ex:person_4,ex:issuer_288,ex:hasPossibleIssuers,1.0,
ex:issuer_33,ex:person_2,ex:inPossibleIssuersOf,1.0,
ex:issuer_33,ex:person_107,ex:inPossibleIssuersOf,1.0,
ex:issuer_33,ex:person_176,ex:inPossibleIssuersOf,1.0,
ex:issuer_48,ex:person_2,ex:inPossibleIssuersOf,1.0,
ex:issuer_48,ex:person_4,ex:inPossibleIssuersOf,1.0,
ex:issuer_48,ex:person_129,ex:inPossibleIssuersOf,1.0,
ex:issuer_48,ex:person_155,ex:inPossibleIssuersOf,1.0,
ex:issuer_48,ex:person_156,ex:inPossibleIssuersOf,1.0,
ex:person_2,ex:issuer_33,ex:hasPossibleIssuers,1.0,
ex:person_2,ex:issuer_48,ex:hasPossibleIssuers,1.0,
ex:person_107,ex:issuer_33,ex:hasPossibleIssuers,1.0,
ex:person_107,ex:issuer_52,ex:hasPossibleIssuers,1.0,
ex:person_176,ex:issuer_33,ex:hasPossibleIssuers,1.0,
ex:person_129,ex:issuer_48,ex:hasPossibleIssuers,1.0,
ex:person_129,ex:issuer_53,ex:hasPossibleIssuers,1.0,
ex:person_129,ex:issuer_58,ex:hasPossibleIssuers,1.0,
ex:person_155,ex:issuer_48,ex:hasPossibleIssuers,1.0,
ex:person_155,ex:issuer_53,ex:hasPossibleIssuers,1.0,
ex:person_156,ex:issuer_48,ex:hasPossibleIssuers,1.0,
ex:coin_13130,ex:issuer_60,nmo:hasIssuer,1.0,
ex:coin_13130,ex:issuer_63,nmo:hasIssuer,1.0,
ex:coin_13130,ex:uncertain,nmo:hasIssuer,1.0,
ex:coin_13130,ex:person_6,nmo:hasPortrait,1.0,
ex:coin_13130,ex:uncertain,nmo:hasPortrait,1.0,
ex:person_6,ex:issuer_60,ex:hasPossibleIssuers,1.0,
ex:person_6,ex:issuer_63,ex:hasPossibleIssuers,1.0,
ex:issuer_60,ex:person_6,ex:inPossibleIssuersOf,1.0,
ex:issuer_60,ex:person_7,ex:inPossibleIssuersOf,1.0,
ex:issuer_60,ex:person_9,ex:inPossibleIssuersOf,1.0,
ex:issuer_63,ex:person_6,ex:inPossibleIssuersOf,1.0,
ex:issuer_63,ex:person_7,ex:inPossibleIssuersOf,1.0,
ex:issuer_63,ex:person_9,ex:inPossibleIssuersOf,1.0,
ex:issuer_63,ex:person_125,ex:inPossibleIssuersOf,1.0,
ex:issuer_63,ex:person_172,ex:inPossibleIssuersOf,1.0,
ex:person_7,ex:issuer_60,ex:hasPossibleIssuers,1.0,
ex:person_7,ex:issuer_63,ex:hasPossibleIssuers,1.0,
ex:person_7,ex:issuer_70,ex:hasPossibleIssuers,1.0,
ex:person_9,ex:issuer_60,ex:hasPossibleIssuers,1.0,
ex:person_9,ex:issuer_63,ex:hasPossibleIssuers,1.0,
ex:person_9,ex:issuer_288,ex:hasPossibleIssuers,1.0,
ex:person_125,ex:issuer_63,ex:hasPossibleIssuers,1.0,
ex:person_172,ex:issuer_63,ex:hasPossibleIssuers,1.0,
ex:person_172,ex:issuer_70,ex:hasPossibleIssuers,1.0,
ex:coin_28646,ex:issuer_60,nmo:hasIssuer,1.0,
ex:coin_28646,ex:issuer_63,nmo:hasIssuer,1.0,
ex:coin_28646,ex:uncertain,nmo:hasIssuer,1.0,
ex:coin_28646,ex:person_6,nmo:hasPortrait,1.0,
ex:coin_28646,ex:uncertain,nmo:hasPortrait,1.0,
ex:coin_16012,ex:issuer_83,nmo:hasIssuer,1.0,
ex:coin_16012,ex:issuer_88,nmo:hasIssuer,1.0,
ex:coin_16012,ex:uncertain,nmo:hasIssuer,1.0,
ex:coin_16012,ex:person_17,nmo:hasPortrait,1.0,
ex:coin_16012,ex:uncertain,nmo:hasPortrait,1.0,
ex:person_17,ex:issuer_83,ex:hasPossibleIssuers,1.0,
