s,o,p,weight,model,
ex:coin_42848,ex:issuer_88,nmo:hasIssuer,1.0,
ex:coin_42848,ex:uncertain,nmo:hasIssuer,1.0,
ex:coin_42848,ex:person_17,nmo:hasPortrait,1.0,
ex:coin_42848,ex:person_19,nmo:hasPortrait,1.0,
ex:person_17,ex:issuer_83,ex:hasPossibleIssuers,1.0,
ex:person_17,ex:issuer_88,ex:hasPossibleIssuers,1.0,
ex:person_17,ex:issuer_269,ex:hasPossibleIssuers,1.0,
ex:person_19,ex:issuer_88,ex:hasPossibleIssuers,1.0,
ex:issuer_88,ex:person_14,ex:inPossibleIssuersOf,1.0,
ex:issuer_88,ex:person_16,ex:inPossibleIssuersOf,1.0,
ex:issuer_88,ex:person_17,ex:inPossibleIssuersOf,1.0,
ex:issuer_88,ex:person_19,ex:inPossibleIssuersOf,1.0,
ex:issuer_88,ex:person_118,ex:inPossibleIssuersOf,1.0,
ex:issuer_88,ex:person_126,ex:inPossibleIssuersOf,1.0,
ex:issuer_88,ex:person_135,ex:inPossibleIssuersOf,1.0,
ex:issuer_88,ex:person_140,ex:inPossibleIssuersOf,1.0,
ex:issuer_88,ex:person_141,ex:inPossibleIssuersOf,1.0,
ex:person_14,ex:issuer_83,ex:hasPossibleIssuers,1.0,
ex:person_14,ex:issuer_88,ex:hasPossibleIssuers,1.0,
ex:person_16,ex:issuer_83,ex:hasPossibleIssuers,1.0,
ex:person_16,ex:issuer_88,ex:hasPossibleIssuers,1.0,
ex:person_118,ex:issuer_88,ex:hasPossibleIssuers,1.0,
ex:person_126,ex:issuer_88,ex:hasPossibleIssuers,1.0,
ex:person_135,ex:issuer_83,ex:hasPossibleIssuers,1.0,
ex:person_135,ex:issuer_88,ex:hasPossibleIssuers,1.0,
ex:person_135,ex:issuer_288,ex:hasPossibleIssuers,1.0,
ex:person_140,ex:issuer_88,ex:hasPossibleIssuers,1.0,
ex:person_140,ex:issuer_93,ex:hasPossibleIssuers,1.0,
ex:person_141,ex:issuer_88,ex:hasPossibleIssuers,1.0,
ex:person_141,ex:issuer_94,ex:hasPossibleIssuers,1.0,
ex:person_141,ex:issuer_288,ex:hasPossibleIssuers,1.0,
