s,p,o,weight,model,
ex:coin_1534,nmo:hasIssuer,ex:issuer_33,1.0,
ex:coin_1534,nmo:hasPortrait,ex:person_2,1.0,
ex:person_2,ex:hasPossibleIssuers,ex:issuer_33,1.0,
ex:person_2,ex:hasPossibleIssuers,ex:issuer_48,1.0,
ex:issuer_33,ex:inPossibleIssuersOf,ex:person_2,1.0,
ex:issuer_33,ex:inPossibleIssuersOf,ex:person_107,1.0,
ex:issuer_33,ex:inPossibleIssuersOf,ex:person_176,1.0,
ex:person_107,ex:hasPossibleIssuers,ex:issuer_33,1.0,
ex:person_107,ex:hasPossibleIssuers,ex:issuer_52,1.0,
ex:person_176,ex:hasPossibleIssuers,ex:issuer_33,1.0,
