s,p,o,weight,model,
ex:coin_35357,nmo:hasIssuer,ex:Nerva,1.0,
ex:coin_35357,nmo:hasPortrait,ex:Divus_Augustus,1.0,
ex:Divus_Augustus,ex:hasPossibleIssuers,ex:Tiberius,1.0,
ex:Divus_Augustus,ex:hasPossibleIssuers,ex:Caligula,1.0,
ex:Divus_Augustus,ex:hasPossibleIssuers,ex:Claudius_I,1.0,
ex:Divus_Augustus,ex:hasPossibleIssuers,ex:Traianus_Decius,1.0,
ex:Tiberius,ex:inPossibleIssuersOf,ex:Divus_Augustus,1.0,
ex:Caligula,ex:inPossibleIssuersOf,ex:Divus_Augustus,1.0,
ex:Claudius_I,ex:inPossibleIssuersOf,ex:Divus_Augustus,1.0,
ex:Traianus_Decius,ex:inPossibleIssuersOf,ex:Divus_Augustus,1.0,
